--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,-additional
318,Anthony Lozano,hn HON,FW,Cádiz,29,1993,28,14,1443,16.0,1,1,2,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,Matches,38699c72
319,Pol Lozano,es ESP,MF,Espanyol,22,1999,4,0,17,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ea610f00
320,José Luis Gayà,es ESP,DF,Valencia,27,1995,31,31,2709,30.1,1,3,4,1,0,1,4,0,0.03,0.10,0.13,0.03,0.13,Matches,b05e2dbd
321,José Luis Morales,es ESP,FW,Villarreal,35,1987,29,11,1211,13.5,7,0,7,7,0,0,2,0,0.52,0.00,0.52,0.52,0.52,Matches,4a478107
322,Andriy Lunin,ua UKR,GK,Real Madrid,23,1999,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3061e1ec
323,Awer Mabil,au AUS,MF,Cádiz,26,1995,5,1,165,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,922da988
324,Darwin Machís,ve VEN,MFFW,Valladolid,29,1993,11,7,599,6.7,0,1,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,ed6ea4d9
325,Pablo Maffeo,es ESP,DF,Mallorca,25,1997,35,34,2975,33.1,2,4,6,2,0,0,6,1,0.06,0.12,0.18,0.06,0.18,Matches,5db04597
326,Lisandro Magallán,ar ARG,DF,Elche,28,1993,14,11,902,10.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,01a49bd2
327,Jon Magunazelaia,es ESP,MF,Real Sociedad,21,2001,2,0,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d4808594
328,Nemanja Maksimović,rs SRB,MF,Getafe,27,1995,29,26,2053,22.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,00b28772
329,Hugo Mallo,es ESP,DF,Celta Vigo,31,1991,26,26,2163,24.0,0,1,1,0,0,0,6,1,0.00,0.04,0.04,0.00,0.04,Matches,cb574619
330,Mickael Malsa,mq MTQ,MF,Valladolid,26,1995,5,0,69,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bbc19252
331,Giorgi Mamardashvili,ge GEO,GK,Valencia,21,2000,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,d4b73232
332,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,28,1994,22,22,1857,20.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,c20bdcd7
333,Aïssa Mandi,dz ALG,DF,Villarreal,30,1991,21,16,1461,16.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fbd6378b
334,Marcão,br BRA,DF,Sevilla,26,1996,5,4,375,4.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,133faa84
335,Agustín Marchesín,ar ARG,GK,Celta Vigo,34,1988,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,853b7c48
336,Óscar de Marcos,es ESP,DF,Athletic Club,33,1989,37,32,2819,31.3,1,6,7,1,0,0,7,0,0.03,0.19,0.22,0.03,0.22,Matches,9f323c71
337,Alberto Marí,es ESP,FW,Valencia,21,2001,5,0,86,1.0,1,0,1,1,0,0,1,0,1.05,0.00,1.05,1.05,1.05,Matches,44330c36
338,José Mari,es ESP,MF,Cádiz,34,1987,18,2,397,4.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,6f4c734d
339,José María Giménez,uy URU,DF,Atlético Madrid,27,1995,28,26,2423,26.9,2,1,3,2,0,0,9,0,0.07,0.04,0.11,0.07,0.11,Matches,f0da930c
340,Mariano,do DOM,FW,Real Madrid,28,1993,9,1,157,1.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,5c4dc0ff
341,Pablo Marín,es ESP,MF,Real Sociedad,19,2003,10,3,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a83c19cf
342,Diego Mariño,es ESP,GK,Almería,32,1990,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d9235a45
343,Roger Martí,es ESP,FWMF,Elche,31,1991,12,8,655,7.3,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,0ae4e09a
344,Roger Martí,es ESP,FW,Cádiz,31,1991,14,8,639,7.1,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches,0ae4e09a
345,Ander Martin,es ESP,MF,Real Sociedad,21,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e1e75690
346,Andrés Martín,es ESP,MF,Rayo Vallecano,23,1999,9,3,205,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2ae30661
347,Carlos Martín,es ESP,FWMF,Atlético Madrid,20,2002,4,0,28,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,64035864
348,Iván Martín,es ESP,MF,Girona,23,1999,24,18,1586,17.6,3,3,6,3,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches,ae48c5cb
349,Arnau Martinez,es ESP,DF,Girona,19,2003,33,32,2732,30.4,3,4,7,3,0,0,11,0,0.10,0.13,0.23,0.10,0.23,Matches,c3e66ffe
350,Iñigo Martínez,es ESP,DF,Athletic Club,31,1991,15,15,1338,14.9,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches,3fc45c73
351,Roger Martínez,es ESP,MF,Espanyol,18,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,937c6ae6
352,Omar Mascarell,gq EQG,MFDF,Elche,29,1993,28,28,2447,27.2,0,1,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches,11fd2b75
353,Jordi Masip,es ESP,GK,Valladolid,33,1989,28,28,2507,27.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,8fae77ea
354,Jaime Mata,es ESP,FWMF,Getafe,33,1988,18,5,437,4.9,1,1,2,1,0,0,5,0,0.21,0.21,0.41,0.21,0.41,Matches,02319ad7
355,Borja Mayoral,es ESP,FW,Getafe,25,1997,35,33,2759,30.7,8,2,10,8,0,2,4,0,0.26,0.07,0.33,0.26,0.33,Matches,64e8ed6d
356,Mamadou Mbaye,sn SEN,DF,Cádiz,24,1998,14,7,760,8.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,8aae94b9
357,Fernando Medrano,es ESP,DF,Celta Vigo,22,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d854c9d0
358,Gonzalo Melero,es ESP,MF,Almería,28,1994,27,24,1855,20.6,4,3,7,3,1,1,5,0,0.19,0.15,0.34,0.15,0.29,Matches,3902e91b
359,Memphis,nl NED,FW,Atlético Madrid,28,1994,8,3,270,3.0,4,0,4,4,0,0,1,0,1.33,0.00,1.33,1.33,1.33,Matches,8f696594
360,Memphis,nl NED,FW,Barcelona,28,1994,2,2,114,1.3,1,0,1,1,0,0,0,0,0.79,0.00,0.79,0.79,0.79,Matches,8f696594
361,Houboulang Mendes,gw GNB,DF,Almería,24,1998,14,11,886,9.8,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,1545cf15
362,Brais Méndez,es ESP,MF,Real Sociedad,25,1997,34,28,2407,26.7,8,4,12,8,0,0,6,0,0.30,0.15,0.45,0.30,0.45,Matches,c9e39d91
363,Diego Méndez,es ESP,MF,Rayo Vallecano,18,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b151a3f2
364,Ferland Mendy,fr FRA,DF,Real Madrid,27,1995,18,17,1351,15.0,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,3cefcaef
365,Jorge Meré,es ESP,DF,Cádiz,25,1997,10,6,601,6.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f979eb2
366,Mikel Merino,es ESP,MF,Real Sociedad,26,1996,33,28,2494,27.7,2,9,11,2,0,1,5,1,0.07,0.32,0.40,0.07,0.40,Matches,d080ed5e
367,Roque Mesa,es ESP,MF,Valladolid,33,1989,29,20,1617,18.0,2,1,3,2,0,0,11,1,0.11,0.06,0.17,0.11,0.17,Matches,7c4243d4
368,Éder Militão,br BRA,DF,Real Madrid,24,1998,33,30,2703,30.0,5,0,5,5,0,0,4,0,0.17,0.00,0.17,0.17,0.17,Matches,2784f898
369,Luis Milla,es ESP,MF,Getafe,27,1994,27,22,1856,20.6,0,3,3,0,0,0,6,1,0.00,0.15,0.15,0.00,0.15,Matches,19c36442
370,Pere Milla,es ESP,FWMF,Elche,29,1992,31,21,1843,20.5,6,1,7,3,3,3,7,0,0.29,0.05,0.34,0.15,0.20,Matches,335039a2
371,Marko Milovanović,rs SRB,FW,Almería,18,2003,2,0,15,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1fda2b14
372,Óscar Mingueza,es ESP,DF,Celta Vigo,23,1999,21,13,1284,14.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,056269d7
373,Rafa Mir,es ESP,FW,Sevilla,25,1997,26,16,1298,14.4,6,0,6,6,0,0,1,0,0.42,0.00,0.42,0.42,0.42,Matches,bbf5c11b
374,Juan Miranda,es ESP,DF,Real Betis,22,2000,21,16,1472,16.4,3,2,5,3,0,0,1,1,0.18,0.12,0.31,0.18,0.31,Matches,ead61f73
375,Stefan Mitrović,rs SRB,DF,Getafe,32,1990,22,18,1680,18.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,e6777e6b
376,Luka Modrić,hr CRO,MF,Real Madrid,36,1985,33,19,1744,19.4,4,3,7,3,1,1,7,0,0.21,0.15,0.36,0.15,0.31,Matches,6025fab1
377,Johan Mojica,co COL,DF,Villarreal,29,1992,17,5,642,7.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,608f2092
378,Johan Mojica,co COL,DFMF,Elche,29,1992,3,3,270,3.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,608f2092
379,Nahuel Molina,ar ARG,DF,Atlético Madrid,24,1998,33,33,2867,31.9,4,2,6,4,0,0,7,1,0.13,0.06,0.19,0.13,0.19,Matches,23610943
380,Jon Moncayola,es ESP,MFDF,Osasuna,24,1998,37,25,2448,27.2,1,3,4,1,0,0,6,0,0.04,0.11,0.15,0.04,0.15,Matches,9939e168
381,Monchu,es ESP,MF,Valladolid,22,1999,33,23,2031,22.6,3,2,5,3,0,0,10,0,0.13,0.09,0.22,0.13,0.22,Matches,8ac501f5
382,César Montes,mx MEX,DF,Espanyol,25,1997,20,18,1590,17.7,3,0,3,3,0,0,6,0,0.17,0.00,0.17,0.17,0.17,Matches,28e957d7
383,Gonzalo Montiel,ar ARG,DF,Sevilla,25,1997,28,17,1524,16.9,0,3,3,0,0,0,8,1,0.00,0.18,0.18,0.00,0.18,Matches,374d5158
384,Martín Montoya,es ESP,DF,Real Betis,31,1991,6,6,453,5.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,5cec2487
385,Álvaro Morata,es ESP,FW,Atlético Madrid,29,1992,36,23,1900,21.1,13,2,15,13,0,0,4,0,0.62,0.09,0.71,0.62,0.71,Matches,129af0db
386,Jon Morcillo,es ESP,MF,Athletic Club,23,1998,10,0,76,0.8,0,1,1,0,0,0,0,0,0.00,1.18,1.18,0.00,1.18,Matches,b7d7f3bf
387,Alberto Moreno,es ESP,DF,Villarreal,30,1992,24,14,1296,14.4,0,1,1,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,Matches,11b9265b
388,Álex Moreno,es ESP,DF,Real Betis,29,1993,15,15,1350,15.0,0,3,3,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches,16e9d0ea
389,Diego Moreno,es ESP,DF,Osasuna,21,2001,11,7,638,7.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a21417e2
390,Gerard Moreno,es ESP,FW,Villarreal,30,1992,21,14,1230,13.7,7,3,10,6,1,2,4,0,0.51,0.22,0.73,0.44,0.66,Matches,81f0781e
391,Tete Morente,es ESP,MFFW,Elche,25,1996,32,23,2068,23.0,4,0,4,4,0,0,5,0,0.17,0.00,0.17,0.17,0.17,Matches,004d185e
392,Ilaix Moriba,gn GUI,MF,Valencia,19,2003,24,10,1011,11.2,0,2,2,0,0,0,6,2,0.00,0.18,0.18,0.00,0.18,Matches,f4c69aa6
393,Manu Morlanes,es ESP,MF,Villarreal,23,1999,4,2,158,1.8,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,a0255c67
394,Manu Morlanes,es ESP,MF,Mallorca,23,1999,12,9,706,7.8,1,0,1,1,0,0,3,0,0.13,0.00,0.13,0.13,0.13,Matches,a0255c67
395,Loren Morón,es ESP,FW,Real Betis,28,1993,2,0,15,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,3aa4a3be
396,Cristhian Mosquera,es ESP,DF,Valencia,18,2004,3,1,145,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dc1ce4f5
397,Abdul Mumin,gh GHA,DF,Rayo Vallecano,24,1998,16,9,922,10.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,5487adcd
398,Iker Muniain,es ESP,MF,Athletic Club,29,1992,30,19,1689,18.8,0,3,3,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches,c05dfb74
399,Aihen Muñoz,es ESP,DF,Real Sociedad,24,1997,23,20,1756,19.5,0,1,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches,228b0d9d
400,Iker Muñoz,es ESP,MF,Osasuna,19,2002,8,2,254,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,175ece4c
401,Pablo Muñoz,es ESP,MF,Rayo Vallecano,18,2003,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,44e8521b
402,Vedat Muriqi,xk KVX,FW,Mallorca,28,1994,35,34,2937,32.6,15,3,18,11,4,5,6,1,0.46,0.09,0.55,0.34,0.43,Matches,0cadc46d
403,Yunus Musah,us USA,MF,Valencia,19,2002,33,26,2110,23.4,0,2,2,0,0,0,10,1,0.00,0.09,0.09,0.00,0.09,Matches,b51b1b9c
404,Francisco Mwepu,zm ZAM,FW,Cádiz,22,2000,1,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dfe5caa2
405,Nacho,es ESP,DF,Real Madrid,32,1990,27,18,1637,18.2,1,1,2,1,0,0,7,0,0.05,0.05,0.11,0.05,0.11,Matches,2946f9a1
406,Juanjo Narváez,co COL,MF,Valladolid,27,1995,5,1,148,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,485e4939
407,Matija Nastasić,rs SRB,DF,Mallorca,29,1993,14,10,906,10.1,1,0,1,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches,f35430a4
408,Roberto Navarro,es ESP,MF,Real Sociedad,20,2002,17,1,351,3.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,c997b942
409,Jesús Navas,es ESP,DFMF,Sevilla,36,1985,32,21,1981,22.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,3f10bd22
410,Álvaro Negredo,es ESP,FW,Cádiz,36,1985,21,9,757,8.4,1,2,3,1,0,0,0,0,0.12,0.24,0.36,0.12,0.36,Matches,63b0ca6b
411,Tanguy Nianzou,fr FRA,DF,Sevilla,20,2002,19,16,1366,15.2,1,0,1,1,0,0,1,1,0.07,0.00,0.07,0.07,0.07,Matches,5853ac44
412,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,27,1994,31,11,1100,12.2,3,1,4,3,0,0,8,0,0.25,0.08,0.33,0.25,0.33,Matches,c14bc029
413,Fernando Niño,es ESP,FW,Villarreal,21,2000,3,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,81d5c497
414,Randy Nteka,ao ANG,FWMF,Elche,24,1997,14,10,726,8.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a6103274
415,Randy Nteka,ao ANG,FWMF,Rayo Vallecano,24,1997,10,0,116,1.3,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,a6103274
416,Unai Núñez,es ESP,DF,Celta Vigo,25,1997,36,35,3151,35.0,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches,be170419
417,Jan Oblak,si SVN,GK,Atlético Madrid,29,1993,28,28,2492,27.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ee8508c0
418,Brian Ocampo,uy URU,MF,Cádiz,23,1999,18,15,1119,12.4,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,Matches,2e3995cd
419,Lucas Ocampos,ar ARG,MFFW,Sevilla,28,1994,19,11,1165,12.9,4,0,4,1,3,3,7,0,0.31,0.00,0.31,0.08,0.08,Matches,a08b974a
420,Álvaro Odriozola,es ESP,DF,Real Madrid,26,1995,3,0,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1d1691ad
421,Olasagasti,es ESP,MF,Real Sociedad,21,2000,3,0,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3d99999d
422,Lucas Olaza,uy URU,DF,Valladolid,28,1994,23,16,1494,16.6,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches,4cee5954
423,Brian Oliván,es ESP,DF,Espanyol,28,1994,30,29,2403,26.7,1,7,8,1,0,0,7,0,0.04,0.26,0.30,0.04,0.30,Matches,a3e4bf46
424,Lucas Oliveira Rosa,br BRA,DFMF,Valladolid,22,2000,17,11,931,10.3,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches,5132b92c
425,Aimar Oroz,es ESP,MFFW,Osasuna,20,2001,31,23,2013,22.4,3,6,9,2,1,1,6,0,0.13,0.27,0.40,0.09,0.36,Matches,7c363088
426,Pedro Ortiz,es ESP,MF,Sevilla,21,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f9358b61
427,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,25,1997,23,14,1214,13.5,4,1,5,2,2,3,1,0,0.30,0.07,0.37,0.15,0.22,Matches,8c3c640c
428,Cenk Özkacar,tr TUR,DF,Valencia,21,2000,17,14,1365,15.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9a93efc9
429,Fernando Pacheco,es ESP,GK,Almería,30,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,97852360
430,Fernando Pacheco,es ESP,GK,Espanyol,30,1992,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,97852360
431,Jon Pacheco,es ESP,DF,Real Sociedad,21,2001,17,12,1193,13.3,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches,44150beb
432,Gonçalo Paciência,pt POR,FW,Celta Vigo,27,1994,25,5,662,7.4,2,0,2,2,0,0,2,1,0.27,0.00,0.27,0.27,0.27,Matches,962e54cb
433,Helibelton Palacios,co COL,DFMF,Elche,29,1993,24,23,1915,21.3,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,ac8b2421
434,Isaac Palazón Camacho,es ESP,MF,Rayo Vallecano,27,1994,37,36,2965,32.9,9,5,14,8,1,3,4,0,0.27,0.15,0.42,0.24,0.39,Matches,49dbab27
435,Aitor Paredes,es ESP,DF,Athletic Club,22,2000,16,9,859,9.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,b906757a
436,Daniel Parejo,es ESP,MF,Villarreal,33,1989,37,37,3285,36.5,3,4,7,1,2,4,6,0,0.08,0.11,0.19,0.03,0.14,Matches,7460ca0d
437,Moises Parra Gutierrez,es ESP,MF,Getafe,20,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e2dcc60e
438,Raúl Parra,es ESP,DF,Cádiz,22,1999,6,4,310,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,647d39d2
439,Pascu,es ESP,FW,Villarreal,19,2003,2,0,10,0.1,1,0,1,1,0,0,0,0,9.00,0.00,9.00,9.00,9.00,Matches,a2d9cf74
440,Javier Pastore,ar ARG,MF,Elche,33,1989,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,881ef58c
441,Gabriel Paulista,br BRA,DF,Valencia,31,1990,21,18,1504,16.7,1,0,1,1,0,0,4,2,0.06,0.00,0.06,0.06,0.06,Matches,b7ca5c51
442,Alfonso Pedraza,es ESP,DF,Villarreal,26,1996,26,20,1633,18.1,0,3,3,0,0,0,5,0,0.00,0.17,0.17,0.00,0.17,Matches,63f04c6c
443,Pedri,es ESP,MF,Barcelona,19,2002,26,22,1976,22.0,6,1,7,6,0,0,2,0,0.27,0.05,0.32,0.27,0.32,Matches,0d9b2d31
444,Adrià Pedrosa,es ESP,DF,Espanyol,24,1998,7,2,229,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,112521d1
445,Iñaki Peña,es ESP,GK,Barcelona,23,1999,2,0,73,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cc1c5035
446,Rubén Peña,es ESP,DFMF,Osasuna,31,1991,20,14,1277,14.2,0,1,1,0,0,0,2,1,0.00,0.07,0.07,0.00,0.07,Matches,1f079188
447,Alberto Perea,es ESP,MF,Cádiz,31,1990,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5496cc91
448,Ayoze Pérez,es ESP,MFFW,Real Betis,29,1993,19,17,1386,15.4,3,1,4,3,0,0,3,0,0.19,0.06,0.26,0.19,0.26,Matches,819aa8e7
449,Carles Pérez,es ESP,MFFW,Celta Vigo,24,1998,35,23,2144,23.8,3,5,8,3,0,0,5,0,0.13,0.21,0.34,0.13,0.34,Matches,a8f21b9f
450,Francisco Perez,es ESP,MF,Valencia,19,2002,7,0,141,1.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,3d79a68c
451,Kike Pérez,es ESP,MF,Valladolid,25,1997,36,28,2307,25.6,1,2,3,1,0,0,9,0,0.04,0.08,0.12,0.04,0.12,Matches,237a3851
452,Lucas Pérez,es ESP,FW,Cádiz,33,1988,14,5,628,7.0,3,0,3,3,0,0,3,0,0.43,0.00,0.43,0.43,0.43,Matches,a300ac7e
453,Luis Pérez,es ESP,DFMF,Valladolid,27,1995,18,15,1213,13.5,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,b7c04927
454,Germán Pezzella,ar ARG,DF,Real Betis,31,1991,31,29,2511,27.9,0,0,0,0,0,0,4,3,0.00,0.00,0.00,0.00,0.00,Matches,8c725b43
455,Ronaël Pierre-Gabriel,fr FRA,DF,Espanyol,24,1998,8,2,236,2.6,1,0,1,1,0,0,2,1,0.38,0.00,0.38,0.38,0.38,Matches,64ba07c0
456,Yéremy Pino,es ESP,MFFW,Villarreal,19,2002,36,31,2447,27.2,4,6,10,4,0,0,8,0,0.15,0.22,0.37,0.15,0.37,Matches,540ec57b
457,Gerard Piqué,es ESP,DF,Barcelona,35,1987,6,4,384,4.3,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,adfc9123
458,Óscar Plano,es ESP,MFFW,Valladolid,31,1991,33,22,2038,22.6,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,Matches,7c388b20
459,Gonzalo Plata,ec ECU,FWMF,Valladolid,21,2000,34,26,2302,25.6,1,5,6,1,0,0,1,0,0.04,0.20,0.23,0.04,0.23,Matches,54bcdeb0
460,Ezequiel Ponce,ar ARG,FWMF,Elche,25,1997,34,8,1129,12.5,4,0,4,4,0,0,2,1,0.32,0.00,0.32,0.32,0.32,Matches,ccbbe661
461,Francisco Portillo,es ESP,MF,Almería,32,1990,27,4,722,8.0,2,1,3,2,0,0,1,0,0.25,0.12,0.37,0.25,0.37,Matches,8e010ff4
462,Portu,es ESP,MFDF,Getafe,30,1992,34,17,1770,19.7,0,3,3,0,0,0,7,1,0.00,0.15,0.15,0.00,0.15,Matches,1bda5842
463,José Pozo,es ESP,MF,Rayo Vallecano,26,1996,8,1,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fc8b614b
464,Manuel Pozo,es ESP,FW,Valladolid,20,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,35440884
465,Alejandro Pozo Pozo,es ESP,DFMF,Almería,23,1999,30,20,1880,20.9,0,3,3,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches,3c16d927
466,Abdón Prats,es ESP,FW,Mallorca,29,1992,26,2,416,4.6,1,1,2,1,0,0,1,0,0.22,0.22,0.43,0.22,0.43,Matches,d1b060e2
467,Javi Puado,es ESP,MFFW,Espanyol,24,1998,37,25,2340,26.0,7,2,9,7,0,0,4,0,0.27,0.08,0.35,0.27,0.35,Matches,2683eda7
468,Arnau Puigmal,es ESP,MF,Almería,21,2001,22,7,763,8.5,1,0,1,1,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches,39352da2
469,Domingos Quina,pt POR,MF,Elche,22,1999,10,2,275,3.1,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,41fb0f4e
470,Rubén Quintanilla,es ESP,MF,Mallorca,20,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2f456b86
471,Antonio Raillo,es ESP,DF,Mallorca,30,1991,31,31,2766,30.7,2,3,5,2,0,0,11,1,0.07,0.10,0.16,0.07,0.16,Matches,b857bd29
472,Predrag Rajković,rs SRB,GK,Mallorca,26,1995,36,36,3240,36.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,58ad9383
473,Ivan Rakitić,hr CRO,MF,Sevilla,34,1988,31,21,1788,19.9,1,3,4,0,1,2,3,1,0.05,0.15,0.20,0.00,0.15,Matches,89f951b5
474,Largie Ramazani,be BEL,FWMF,Almería,21,2001,33,13,1403,15.6,3,1,4,3,0,1,6,0,0.19,0.06,0.26,0.19,0.26,Matches,cc9256ef
475,Chris Ramos,es ESP,FW,Cádiz,25,1997,15,7,710,7.9,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches,44e07fac
476,Raphinha,br BRA,FW,Barcelona,25,1996,36,25,2072,23.0,7,7,14,7,0,0,9,0,0.30,0.30,0.61,0.30,0.61,Matches,3423f250
